Date,Open,High,Low,Close,Adj Close,Volume
2019-02-19,49.619999,49.735001,49.029999,49.169998,47.604424,2082800
2019-02-20,49.665001,49.950001,49.570000,49.825001,48.238567,1705800
2019-02-21,49.834999,50.259998,49.715000,50.040001,48.446720,879600
2019-02-22,49.895000,50.325001,49.750000,50.119999,48.524174,1178400
2019-02-25,50.270000,51.209999,50.270000,50.935001,49.313221,1121800
2019-02-26,50.349998,50.615002,50.080002,50.410000,48.804939,970400
2019-02-27,49.970001,50.235001,49.549999,50.169998,48.572578,845800
2019-02-28,50.130001,50.810001,50.049999,50.560001,48.950165,1924600
2019-03-01,50.279999,50.485001,49.799999,50.220001,48.620991,1525000
2019-03-04,50.025002,50.244999,49.775002,50.220001,48.620991,1175800
2019-03-05,50.580002,51.330002,50.580002,51.189999,49.560104,1227000
2019-03-06,51.154999,51.639999,50.810001,51.490002,49.850555,2458600
2019-03-07,51.709999,51.709999,51.285000,51.375000,49.739216,1037400
2019-03-08,51.555000,52.064999,51.555000,51.990002,50.334633,1188600
2019-03-11,52.340000,53.224998,52.340000,53.125000,51.433495,2327800
2019-03-12,53.465000,54.115002,53.389999,53.955002,52.237072,1696600
2019-03-13,54.549999,55.430000,54.500000,55.220001,53.461788,1881200
2019-03-14,54.955002,55.259998,54.860001,55.224998,53.466629,1151400
2019-03-15,55.625000,56.279999,55.625000,55.990002,54.207275,1367400
2019-03-18,56.365002,56.945000,56.279999,56.764999,54.957596,1180200
2019-03-19,56.849998,56.919998,56.189999,56.250000,54.458996,1409800
2019-03-20,56.950001,57.419998,56.834999,56.990002,55.175430,1547400
2019-03-21,56.805000,57.174999,56.709999,56.919998,55.107655,906400
2019-03-22,56.470001,56.630001,56.119999,56.160000,54.371857,1094600
2019-03-25,56.459999,56.669998,55.945000,56.084999,54.299248,1583400
2019-03-26,56.950001,57.580002,56.945000,57.474998,55.644989,1209400
2019-03-27,57.125000,57.139999,56.555000,57.105000,55.286766,1131600
2019-03-28,56.955002,57.130001,56.779999,56.814999,55.006001,851000
2019-03-29,57.200001,57.955002,57.064999,57.955002,56.109707,1749400
2019-04-01,58.080002,58.125000,57.099998,57.650002,55.814423,984800
2019-04-02,57.575001,58.044998,57.380001,57.794998,55.954796,1291000
2019-04-03,57.895000,58.029999,57.570000,57.660000,55.824097,967600
2019-04-04,57.395000,57.419998,56.869999,57.049999,55.233517,1305800
2019-04-05,57.424999,57.564999,57.075001,57.139999,55.320656,782000
2019-04-08,56.700001,57.134998,56.560001,57.125000,55.306133,962200
2019-04-09,56.645000,57.220001,56.485001,57.029999,55.214157,1294000
2019-04-10,56.314999,56.525002,55.900002,56.514999,54.715553,2023800
2019-04-11,56.625000,56.840000,56.235001,56.459999,54.662304,834200
2019-04-12,56.705002,56.744999,56.529999,56.715000,54.909184,880400
2019-04-15,56.865002,57.139999,56.700001,57.070000,55.252884,876600
2019-04-16,57.290001,57.820000,57.220001,57.715000,55.877346,643400
2019-04-17,57.939999,58.055000,57.310001,57.720001,55.882191,1345400
2019-04-18,57.570000,57.994999,57.445000,57.959999,56.114540,1074000
2019-04-22,56.950001,57.685001,56.514999,57.549999,55.717602,1183800
2019-04-23,57.064999,57.290001,56.525002,57.084999,55.267403,1322600
2019-04-24,57.310001,58.115002,57.189999,58.000000,56.153275,1554400
2019-04-25,57.455002,57.645000,56.759998,57.419998,55.591740,1969400
2019-04-26,57.560001,57.924999,57.375000,57.595001,55.761173,1019400
2019-04-29,57.544998,57.785000,56.985001,57.270000,55.446518,907000
2019-04-30,57.505001,57.799999,57.235001,57.325001,55.499763,1471000
2019-05-01,57.605000,58.785000,57.369999,58.099998,56.250084,1242800
2019-05-02,58.840000,59.915001,58.660000,59.639999,57.741055,1298600
2019-05-03,59.799999,60.320000,59.580002,59.945000,58.036346,1452200
2019-05-06,59.049999,59.355000,58.610001,59.215000,57.329582,928800
2019-05-07,58.834999,59.040001,58.474998,58.680000,56.811619,1513800
2019-05-08,58.419998,58.419998,57.555000,57.779999,55.940277,1414400
2019-05-09,57.485001,58.070000,57.125000,57.950001,56.104866,1042000
2019-05-10,58.080002,58.775002,57.939999,58.560001,56.695442,925800
2019-05-13,57.724998,57.845001,57.160000,57.730000,55.891869,866400
2019-05-14,58.150002,58.595001,57.590000,58.084999,56.235565,897200
2019-05-15,57.930000,58.134998,57.365002,57.445000,55.615944,1099400
2019-05-16,58.000000,58.770000,57.950001,58.509998,56.647038,1561800
2019-05-17,58.759998,59.154999,58.250000,58.450001,56.588943,2165600
2019-05-20,60.264999,62.275002,60.160000,61.939999,59.967819,4291200
2019-05-21,61.384998,61.525002,60.605000,61.500000,59.541832,1864600
2019-05-22,61.500000,61.669998,61.224998,61.355000,59.401447,1293600
2019-05-23,59.849998,59.990002,59.500000,59.700001,57.799145,2049200
2019-05-24,60.450001,61.650002,60.419998,61.360001,59.406296,1505600
2019-05-28,61.369999,62.139999,61.369999,62.009998,60.035591,1750800
2019-05-29,61.779999,61.895000,61.215000,61.639999,59.677376,1199800
2019-05-30,62.095001,62.360001,61.820000,61.980000,60.006554,900200
2019-05-31,61.500000,62.095001,61.365002,62.080002,60.103367,902400
2019-06-03,62.500000,63.654999,62.500000,63.020000,61.013435,1389800
2019-06-04,63.299999,63.634998,62.259998,63.630001,61.604015,2214000
2019-06-05,63.869999,64.400002,63.404999,64.014999,61.976749,1436600
2019-06-06,63.500000,63.935001,62.939999,63.869999,61.836369,1608000
2019-06-07,64.129997,64.595001,63.654999,64.375000,62.325287,940200
2019-06-10,64.500000,64.800003,64.055000,64.315002,62.267200,1663800
2019-06-11,64.419998,65.195000,64.014999,65.080002,63.007851,1705400
2019-06-12,64.830002,64.855003,63.924999,64.144997,62.102612,1799800
2019-06-13,64.410004,64.410004,63.500000,63.724998,61.695988,936000
2019-06-14,63.570000,64.385002,63.535000,64.150002,62.107460,824000
