Date,Open,High,Low,Close,Adj Close,Volume
2023-02-20,441.799988,445.299988,436.250000,443.000000,441.623596,9717197
2023-02-21,445.200012,445.200012,435.250000,436.500000,435.143799,8957930
2023-02-22,435.299988,435.850006,428.250000,429.450012,428.115692,7209130
2023-02-23,428.649994,436.450012,427.200012,433.200012,431.854065,9278920
2023-02-24,435.399994,436.700012,427.000000,427.750000,426.420990,7895024
2023-02-27,427.750000,428.049988,413.049988,417.950012,416.651428,10438928
2023-02-28,419.000000,424.799988,419.000000,420.700012,419.392883,9652088
2023-03-01,421.500000,428.000000,421.500000,426.000000,424.676422,7595114
2023-03-02,426.000000,426.250000,419.549988,420.450012,419.143677,5661103
2023-03-03,422.600006,430.500000,421.950012,428.000000,426.670197,8027522
2023-03-06,430.950012,441.450012,430.000000,440.100006,438.732605,11307064
2023-03-08,439.000000,441.250000,436.100006,439.299988,437.935089,7850052
2023-03-09,439.100006,442.049988,431.299988,432.200012,430.857147,5696737
2023-03-10,433.000000,437.799988,430.799988,435.850006,434.495819,10417015
2023-03-13,436.100006,437.000000,419.100006,422.399994,421.087585,8780169
2023-03-14,422.850006,424.200012,413.399994,416.649994,415.355469,9189043
2023-03-15,422.000000,425.000000,410.100006,411.350006,410.071930,7681009
2023-03-16,413.299988,418.500000,405.000000,415.700012,414.408417,11854885
2023-03-17,419.000000,423.450012,414.549988,419.000000,417.698151,8658701
2023-03-20,415.600006,416.950012,405.500000,410.750000,409.473785,10075022
2023-03-21,412.850006,413.899994,407.700012,412.549988,411.268188,7391950
2023-03-22,416.000000,418.399994,413.750000,416.100006,414.807190,5728054
2023-03-23,416.000000,422.500000,416.000000,419.149994,417.847687,9817460
2023-03-24,419.000000,420.549988,414.799988,416.500000,415.205933,6877960
2023-03-27,416.000000,418.500000,410.250000,412.049988,410.769745,7433933
2023-03-28,414.149994,414.500000,400.450012,401.600006,400.352234,9553659
2023-03-29,401.600006,410.600006,401.600006,409.200012,407.928619,10478506
2023-03-31,411.350006,421.750000,411.000000,420.799988,419.492554,11037881
2023-04-03,423.000000,424.950012,419.500000,424.250000,422.931854,6948329
2023-04-05,424.250000,428.750000,423.149994,426.549988,425.224701,8821326
2023-04-06,426.500000,439.299988,423.750000,437.649994,436.290222,10907492
2023-04-10,452.049988,473.299988,452.000000,461.299988,459.866730,50462653
2023-04-11,463.750000,463.750000,455.799988,458.700012,457.274841,14495222
2023-04-12,459.350006,468.600006,458.200012,465.500000,464.053680,13552440
2023-04-13,464.950012,472.000000,463.250000,469.500000,468.041260,12733670
2023-04-17,471.000000,473.000000,465.799988,472.149994,470.683014,10710167
2023-04-18,475.000000,483.350006,468.100006,473.000000,471.530396,16140056
2023-04-19,473.000000,475.500000,467.850006,469.399994,467.941559,7368610
2023-04-20,473.700012,479.700012,469.399994,476.799988,475.318573,14264206
2023-04-21,476.700012,476.700012,467.200012,471.200012,469.735992,8478118
2023-04-24,471.200012,476.000000,468.299988,475.200012,473.723572,8020593
2023-04-25,475.200012,476.399994,471.899994,473.549988,472.078674,6888352
2023-04-26,473.000000,479.500000,472.600006,478.200012,476.714233,7791425
2023-04-27,478.500000,482.000000,476.500000,481.600006,480.103668,7085793
2023-04-28,481.399994,488.000000,478.350006,484.950012,483.443268,9947813
2023-05-02,482.500000,484.000000,474.549988,480.250000,478.757843,11542592
2023-05-03,480.250000,485.100006,477.750000,483.700012,482.197144,8529233
2023-05-04,483.600006,486.399994,478.750000,480.799988,479.306122,5650101
2023-05-05,481.649994,484.700012,476.149994,477.100006,475.617645,4830674
2023-05-08,480.000000,502.299988,478.100006,500.500000,498.944946,23515333
2023-05-09,502.000000,512.799988,501.549988,503.649994,502.085144,19818780
2023-05-10,508.000000,512.900024,504.350006,509.500000,507.916992,12481404
2023-05-11,512.000000,514.150024,505.500000,511.600006,510.010468,11454020
2023-05-12,513.900024,520.500000,510.299988,515.950012,514.346924,19766717
2023-05-15,523.849976,537.150024,521.500000,530.849976,529.200623,38270067
2023-05-16,533.950012,535.950012,518.849976,521.150024,519.530823,16514882
2023-05-17,522.500000,523.950012,512.500000,515.500000,513.898315,13684847
2023-05-18,518.799988,520.900024,507.100006,508.450012,506.870239,12293322
2023-05-19,509.799988,526.400024,504.750000,524.950012,523.318970,19343560
2023-05-22,524.950012,527.000000,519.349976,522.500000,520.876587,9978339
2023-05-23,522.500000,531.000000,521.150024,528.500000,526.857971,12256902
2023-05-24,527.150024,529.650024,519.150024,520.200012,518.583740,7648284
2023-05-25,518.000000,518.000000,509.100006,514.849976,513.250305,11543712
2023-05-26,514.900024,519.750000,512.200012,518.450012,516.839172,8360570
2023-05-29,525.000000,525.099976,519.700012,521.450012,519.829834,6596504
2023-05-30,521.450012,523.500000,518.000000,518.799988,517.188049,5134688
2023-05-31,519.950012,527.500000,516.400024,526.299988,524.664795,12327284
2023-06-01,527.500000,536.250000,522.849976,535.200012,533.537109,12511265
2023-06-02,537.000000,541.250000,532.750000,535.900024,534.234985,12294728
2023-06-05,539.000000,548.799988,537.900024,546.250000,544.552795,15008325
2023-06-06,549.450012,557.000000,545.349976,555.750000,554.023254,15395092
2023-06-07,558.799988,575.000000,552.150024,567.950012,566.185364,20855239
2023-06-08,570.000000,576.549988,557.000000,559.700012,557.960999,21527339
2023-06-09,564.400024,566.450012,559.299988,562.299988,560.552917,9361533
2023-06-12,567.000000,568.900024,560.650024,564.150024,562.397217,7599572
2023-06-13,567.700012,571.049988,560.750000,562.200012,560.453247,12845897
2023-06-14,566.000000,571.200012,564.000000,570.299988,568.528076,12713256
2023-06-15,571.799988,575.000000,567.750000,568.450012,566.683838,12475759
2023-06-16,569.650024,572.200012,566.049988,569.799988,568.029602,8736313
2023-06-19,570.650024,573.200012,564.200012,566.049988,564.291260,6280388
2023-06-20,566.049988,583.950012,562.500000,583.250000,581.437805,18074902
2023-06-21,584.950012,585.900024,574.500000,581.400024,579.593628,9146332
2023-06-22,584.000000,584.700012,568.200012,569.349976,567.580994,11229179
2023-06-23,570.000000,571.150024,557.700012,559.650024,557.911194,9362695
2023-06-26,560.000000,569.000000,557.799988,567.849976,566.085632,6986621
2023-06-27,570.000000,576.900024,568.450012,573.099976,571.319336,9404450
2023-06-28,579.000000,590.000000,575.500000,586.650024,584.827271,16720940
2023-06-30,588.349976,599.000000,588.000000,595.549988,593.699585,12488047
2023-07-03,600.000000,602.299988,590.000000,590.799988,588.964355,11131048
2023-07-04,594.400024,596.400024,589.500000,591.450012,589.612366,6917886
2023-07-05,592.000000,593.000000,584.950012,588.250000,586.422302,8715919
2023-07-06,590.799988,604.950012,588.549988,600.799988,598.933289,14356681
2023-07-07,600.000000,624.799988,592.200012,618.200012,616.279236,21066726
2023-07-10,624.000000,634.799988,617.549988,618.650024,616.727844,23802524
2023-07-11,624.950012,630.450012,622.150024,628.500000,626.547241,12051173
2023-07-12,629.950012,630.799988,619.349976,621.450012,619.519165,10785502
2023-07-13,625.000000,626.500000,615.500000,620.650024,618.721680,9689708
2023-07-14,623.000000,626.000000,619.500000,624.900024,622.958435,7010179
2023-07-17,626.900024,627.000000,617.150024,618.500000,616.578308,7580645
2023-07-18,620.400024,620.849976,607.000000,612.099976,610.198181,10359400
2023-07-19,614.000000,625.299988,610.150024,620.599976,618.671753,11128348
2023-07-20,622.650024,623.599976,616.200012,621.650024,619.718567,7834891
2023-07-21,621.000000,631.000000,617.700012,625.750000,623.805786,12914610
2023-07-24,627.950012,634.450012,626.250000,629.250000,627.294922,12247844
2023-07-25,636.000000,642.500000,633.349976,639.450012,637.463257,13988137
2023-07-26,640.000000,665.400024,639.000000,641.099976,639.108093,31673714
2023-07-27,647.000000,648.450012,636.750000,643.700012,641.700012,11696851
2023-07-28,646.000000,646.000000,631.799988,635.299988,635.299988,9299530
2023-07-31,640.200012,645.549988,635.900024,644.299988,644.299988,7502361
2023-08-01,645.000000,652.900024,642.000000,643.650024,643.650024,8924219
